item_id,square_catalog_id,sku,item_name,brand,category,subcategory,era_decade,size,measurements,condition_rating,condition_notes,material,color_primary,color_secondary,pattern,cost_price,selling_price,suggested_retail_price,source,acquisition_date,acquisition_location,is_one_of_a_kind,weight_grams,photo_urls,tags,status
129,sq_item_129,VIN0129,MintCream Skirt,Unknown,bottoms,skirt,1980s,size_8,"{""chest"": ""37\"""", ""waist"": ""29\"""", ""length"": ""47\""""}",4,,wool,gray,,solid,25.21,122.91,147.49,consignment,2023-08-30,Port Gabrielleberg,True,1237,"['https://example.com/photos/item_129_0.jpg', 'https://example.com/photos/item_129_1.jpg', 'https://example.com/photos/item_129_2.jpg', 'https://example.com/photos/item_129_3.jpg']","['festival', 'classic']",sold
130,sq_item_130,VIN0130,SkyBlue Heels,Vintage Levi's,shoes,heels,1990s,size_12,"{""chest"": ""40\"""", ""waist"": ""35\"""", ""length"": ""30\""""}",5,,cotton,pink,red,solid,40.47,82.12,98.54,thrift_store,2023-09-18,Rodriguezchester,True,1075,['https://example.com/photos/item_130_0.jpg'],"['classic', 'statement_piece']",sold
131,sq_item_131,VIN0131,Purple Pants,Unknown,bottoms,pants,1980s,size_6,"{""chest"": ""42\"""", ""waist"": ""33\"""", ""length"": ""26\""""}",4,,wool,green,,animal_print,32.02,117.59,141.11,donation,2024-05-14,North Josemouth,True,1686,"['https://example.com/photos/item_131_0.jpg', 'https://example.com/photos/item_131_1.jpg', 'https://example.com/photos/item_131_2.jpg', 'https://example.com/photos/item_131_3.jpg']",['vintage'],available
132,sq_item_132,VIN0132,Aquamarine Jewelry,H&M,accessories,jewelry,Y2K,size_8,"{""chest"": ""42\"""", ""waist"": ""33\"""", ""length"": ""38\""""}",4,,silk,red,,stripes,39.78,193.72,232.46,consignment,2024-10-30,Lake Morgan,True,696,"['https://example.com/photos/item_132_0.jpg', 'https://example.com/photos/item_132_1.jpg', 'https://example.com/photos/item_132_2.jpg']","['classic', 'vintage', 'statement_piece']",available
133,sq_item_133,VIN0133,Tomato Blazer,Unknown,jackets,blazer,1990s,M,"{""chest"": ""35\"""", ""waist"": ""34\"""", ""length"": ""28\""""}",5,,silk,blue,white,solid,61.09,217.65,261.18,estate_sale,2024-04-29,South Dorothybury,True,1223,['https://example.com/photos/item_133_0.jpg'],['vintage'],sold
134,sq_item_134,VIN0134,SkyBlue Handbag,J.Crew,accessories,handbag,1980s,L,"{""chest"": ""35\"""", ""waist"": ""35\"""", ""length"": ""29\""""}",4,Optio odit corrupti repudiandae tempora nostrum.,wool,black,yellow,stripes,12.79,49.3,59.16,online_marketplace,2024-04-23,Lake Sarahhaven,True,1883,"['https://example.com/photos/item_134_0.jpg', 'https://example.com/photos/item_134_1.jpg', 'https://example.com/photos/item_134_2.jpg']","['vintage', 'festival', 'retro']",sold
135,sq_item_135,VIN0135,SeaShell Belt,Chanel,accessories,belt,1980s,XL,"{""chest"": ""37\"""", ""waist"": ""31\"""", ""length"": ""37\""""}",4,Sit asperiores laudantium dolores voluptas amet dolore.,leather,yellow,,floral,52.33,204.48,245.38,consignment,2023-01-11,Powellbury,True,100,"['https://example.com/photos/item_135_0.jpg', 'https://example.com/photos/item_135_1.jpg']","['statement_piece', 'vintage']",sold
136,sq_item_136,VIN0136,Cyan Handbag,Unknown,accessories,handbag,1990s,XL,"{""chest"": ""41\"""", ""waist"": ""27\"""", ""length"": ""45\""""}",3,,cashmere,brown,,floral,56.58,196.66,235.99,thrift_store,2024-10-23,Wallaceshire,True,898,"['https://example.com/photos/item_136_0.jpg', 'https://example.com/photos/item_136_1.jpg', 'https://example.com/photos/item_136_2.jpg', 'https://example.com/photos/item_136_3.jpg']",['statement_piece'],available
137,sq_item_137,VIN0137,RosyBrown Cocktail Dress,Zara,dresses,cocktail_dress,1990s,XL,"{""chest"": ""36\"""", ""waist"": ""34\"""", ""length"": ""43\""""}",4,Sequi ipsum blanditiis libero.,polyester,white,green,solid,51.9,184.24,221.09,online_marketplace,2024-09-24,North Richardton,True,1027,"['https://example.com/photos/item_137_0.jpg', 'https://example.com/photos/item_137_1.jpg', 'https://example.com/photos/item_137_2.jpg']","['retro', 'vintage', 'festival']",available
138,sq_item_138,VIN0138,AliceBlue Jeans,Local Designer,bottoms,jeans,1970s,M,"{""chest"": ""39\"""", ""waist"": ""35\"""", ""length"": ""20\""""}",4,Recusandae vitae odit tempora.,linen,blue,,stripes,16.41,80.56,96.67,online_marketplace,2024-01-16,Lake Emily,True,1049,['https://example.com/photos/item_138_0.jpg'],"['bohemian', 'festival']",sold
139,sq_item_139,VIN0139,MediumSpringGreen Maxi Dress,Unknown,dresses,maxi_dress,1990s,size_8,"{""chest"": ""32\"""", ""waist"": ""25\"""", ""length"": ""44\""""}",5,,linen,blue,,solid,63.17,139.87,167.84,thrift_store,2024-04-16,Marciabury,True,1605,['https://example.com/photos/item_139_0.jpg'],"['classic', 'festival', 'vintage']",sold
140,sq_item_140,VIN0140,SaddleBrown Blazer,Forever 21,jackets,blazer,1980s,S,"{""chest"": ""36\"""", ""waist"": ""31\"""", ""length"": ""40\""""}",4,,cotton,blue,,floral,75.22,186.23,223.48,online_marketplace,2023-11-29,Annfort,True,130,"['https://example.com/photos/item_140_0.jpg', 'https://example.com/photos/item_140_1.jpg']","['retro', 'bohemian']",available
141,sq_item_141,VIN0141,Moccasin Denim Jacket,Diane von Furstenberg,jackets,denim_jacket,1980s,size_6,"{""chest"": ""33\"""", ""waist"": ""27\"""", ""length"": ""25\""""}",4,,denim,black,red,animal_print,5.67,12.05,14.46,donation,2023-04-20,Wilsonbury,True,357,"['https://example.com/photos/item_141_0.jpg', 'https://example.com/photos/item_141_1.jpg', 'https://example.com/photos/item_141_2.jpg', 'https://example.com/photos/item_141_3.jpg']",['statement_piece'],available
142,sq_item_142,VIN0142,AliceBlue Jewelry,H&M,accessories,jewelry,1980s,M,"{""chest"": ""36\"""", ""waist"": ""24\"""", ""length"": ""35\""""}",5,,linen,blue,,geometric,65.41,216.91,260.29,consignment,2023-11-28,Michaelport,True,1599,"['https://example.com/photos/item_142_0.jpg', 'https://example.com/photos/item_142_1.jpg', 'https://example.com/photos/item_142_2.jpg', 'https://example.com/photos/item_142_3.jpg']","['retro', 'classic']",sold
143,sq_item_143,VIN0143,Turquoise Blouse,Gucci,tops,blouse,1980s,size_12,"{""chest"": ""38\"""", ""waist"": ""35\"""", ""length"": ""25\""""}",5,,denim,gray,white,animal_print,44.84,150.13,180.16,donation,2024-02-01,Jacquelineton,True,488,"['https://example.com/photos/item_143_0.jpg', 'https://example.com/photos/item_143_1.jpg', 'https://example.com/photos/item_143_2.jpg', 'https://example.com/photos/item_143_3.jpg']","['festival', 'retro', 'statement_piece']",available
144,sq_item_144,VIN0144,FireBrick Shorts,Vintage Levi's,bottoms,shorts,1990s,M,"{""chest"": ""34\"""", ""waist"": ""24\"""", ""length"": ""26\""""}",3,Consequuntur quaerat quam autem nostrum deleniti ut.,cotton,gray,,polka_dot,53.07,123.73,148.48,online_marketplace,2024-06-22,Lewisborough,True,1377,"['https://example.com/photos/item_144_0.jpg', 'https://example.com/photos/item_144_1.jpg', 'https://example.com/photos/item_144_2.jpg']",['statement_piece'],sold
145,sq_item_145,VIN0145,MediumSlateBlue Blazer,H&M,tops,blazer,Y2K,S,"{""chest"": ""39\"""", ""waist"": ""36\"""", ""length"": ""40\""""}",3,,cashmere,yellow,,solid,58.84,119.99,143.99,donation,2023-09-30,Port Robertshire,True,1183,['https://example.com/photos/item_145_0.jpg'],"['bohemian', 'statement_piece', 'classic']",available
146,sq_item_146,VIN0146,DarkRed Blazer,Unknown,tops,blazer,1980s,L,"{""chest"": ""41\"""", ""waist"": ""34\"""", ""length"": ""50\""""}",3,,cashmere,white,,geometric,12.28,51.28,61.54,consignment,2024-11-21,Ellisshire,True,1039,"['https://example.com/photos/item_146_0.jpg', 'https://example.com/photos/item_146_1.jpg', 'https://example.com/photos/item_146_2.jpg', 'https://example.com/photos/item_146_3.jpg']",['festival'],sold
147,sq_item_147,VIN0147,Tan Blazer,Handmade,tops,blazer,1980s,size_6,"{""chest"": ""37\"""", ""waist"": ""32\"""", ""length"": ""30\""""}",5,,cashmere,yellow,,geometric,35.12,105.8,126.96,donation,2023-08-08,South Adam,True,868,"['https://example.com/photos/item_147_0.jpg', 'https://example.com/photos/item_147_1.jpg', 'https://example.com/photos/item_147_2.jpg']","['vintage', 'classic']",sold
148,sq_item_148,VIN0148,BurlyWood Leather Jacket,Chanel,jackets,leather_jacket,Y2K,XL,"{""chest"": ""32\"""", ""waist"": ""28\"""", ""length"": ""27\""""}",4,,leather,brown,,geometric,59.47,294.31,353.17,donation,2023-06-08,Robersonfort,True,293,['https://example.com/photos/item_148_0.jpg'],"['statement_piece', 'festival']",sold
149,sq_item_149,VIN0149,Teal T Shirt,Ann Taylor,tops,t_shirt,1960s,size_8,"{""chest"": ""41\"""", ""waist"": ""27\"""", ""length"": ""43\""""}",3,,linen,red,,animal_print,32.53,121.87,146.24,donation,2023-04-08,Lake Beth,True,1319,"['https://example.com/photos/item_149_0.jpg', 'https://example.com/photos/item_149_1.jpg', 'https://example.com/photos/item_149_2.jpg']",['classic'],sold
150,sq_item_150,VIN0150,DarkSalmon Belt,Unknown,accessories,belt,1990s,size_8,"{""chest"": ""33\"""", ""waist"": ""36\"""", ""length"": ""27\""""}",5,,cotton,pink,brown,solid,10.89,23.61,28.33,consignment,2024-07-06,South Dianemouth,True,1256,"['https://example.com/photos/item_150_0.jpg', 'https://example.com/photos/item_150_1.jpg']","['retro', 'festival']",available
151,sq_item_151,VIN0151,Tan Blouse,Forever 21,tops,blouse,1980s,S,"{""chest"": ""35\"""", ""waist"": ""30\"""", ""length"": ""29\""""}",5,In non possimus dolorum id exercitationem.,denim,white,,animal_print,55.52,277.16,332.59,estate_sale,2024-07-15,Shawnberg,True,917,"['https://example.com/photos/item_151_0.jpg', 'https://example.com/photos/item_151_1.jpg', 'https://example.com/photos/item_151_2.jpg']",['vintage'],reserved
152,sq_item_152,VIN0152,DarkSlateGray Belt,Gucci,accessories,belt,1980s,size_14,"{""chest"": ""35\"""", ""waist"": ""32\"""", ""length"": ""39\""""}",5,,polyester,white,pink,stripes,63.04,150.74,180.89,donation,2023-04-02,Morrisonhaven,True,330,"['https://example.com/photos/item_152_0.jpg', 'https://example.com/photos/item_152_1.jpg', 'https://example.com/photos/item_152_2.jpg', 'https://example.com/photos/item_152_3.jpg']","['statement_piece', 'classic']",sold
153,sq_item_153,VIN0153,Lime T Shirt,Unknown,tops,t_shirt,1970s,size_10,"{""chest"": ""41\"""", ""waist"": ""26\"""", ""length"": ""34\""""}",3,,polyester,yellow,white,solid,30.84,122.32,146.78,estate_sale,2023-09-06,Jenniferside,True,1371,"['https://example.com/photos/item_153_0.jpg', 'https://example.com/photos/item_153_1.jpg']","['bohemian', 'statement_piece']",available
154,sq_item_154,VIN0154,IndianRed Boots,Forever 21,shoes,boots,1970s,size_12,"{""chest"": ""40\"""", ""waist"": ""36\"""", ""length"": ""28\""""}",4,,wool,black,,animal_print,27.88,95.17,114.2,donation,2023-02-14,East Claudia,True,623,"['https://example.com/photos/item_154_0.jpg', 'https://example.com/photos/item_154_1.jpg']",['statement_piece'],sold
155,sq_item_155,VIN0155,LightSteelBlue Blazer,Vintage Levi's,tops,blazer,1990s,size_6,"{""chest"": ""33\"""", ""waist"": ""24\"""", ""length"": ""29\""""}",5,,polyester,pink,,animal_print,25.35,86.06,103.27,estate_sale,2023-11-20,Samanthaberg,True,1092,['https://example.com/photos/item_155_0.jpg'],['festival'],available
156,sq_item_156,VIN0156,Fuchsia Belt,J.Crew,accessories,belt,1970s,size_10,"{""chest"": ""38\"""", ""waist"": ""35\"""", ""length"": ""25\""""}",3,,denim,green,brown,stripes,47.05,194.67,233.6,estate_sale,2024-10-02,Jenniferstad,True,627,"['https://example.com/photos/item_156_0.jpg', 'https://example.com/photos/item_156_1.jpg', 'https://example.com/photos/item_156_2.jpg', 'https://example.com/photos/item_156_3.jpg']",['retro'],sold
157,sq_item_157,VIN0157,Silver Skirt,Vintage Levi's,bottoms,skirt,1980s,size_14,"{""chest"": ""42\"""", ""waist"": ""34\"""", ""length"": ""27\""""}",4,,cashmere,green,,stripes,16.38,76.85,92.22,online_marketplace,2024-07-09,Craigside,True,369,"['https://example.com/photos/item_157_0.jpg', 'https://example.com/photos/item_157_1.jpg']","['festival', 'retro', 'classic']",available
158,sq_item_158,VIN0158,LightSlateGray T Shirt,Unknown,tops,t_shirt,Y2K,M,"{""chest"": ""42\"""", ""waist"": ""33\"""", ""length"": ""49\""""}",3,Repellat minima ad corporis pariatur dicta.,silk,red,,floral,56.64,265.98,319.18,estate_sale,2023-11-23,West Frances,True,1902,"['https://example.com/photos/item_158_0.jpg', 'https://example.com/photos/item_158_1.jpg', 'https://example.com/photos/item_158_2.jpg', 'https://example.com/photos/item_158_3.jpg']","['statement_piece', 'vintage']",available
159,sq_item_159,VIN0159,DarkViolet Flats,Vintage Levi's,shoes,flats,Y2K,size_14,"{""chest"": ""36\"""", ""waist"": ""33\"""", ""length"": ""38\""""}",4,,polyester,black,,animal_print,16.4,42.05,50.46,online_marketplace,2023-05-18,Lake Kristenborough,True,1128,"['https://example.com/photos/item_159_0.jpg', 'https://example.com/photos/item_159_1.jpg', 'https://example.com/photos/item_159_2.jpg', 'https://example.com/photos/item_159_3.jpg']","['classic', 'statement_piece', 'festival']",sold
160,sq_item_160,VIN0160,Yellow Cardigan,Unknown,jackets,cardigan,Y2K,XL,"{""chest"": ""38\"""", ""waist"": ""27\"""", ""length"": ""43\""""}",4,Facere iste nulla.,polyester,white,purple,geometric,40.54,101.0,121.2,online_marketplace,2024-12-05,Lake Deborah,True,765,"['https://example.com/photos/item_160_0.jpg', 'https://example.com/photos/item_160_1.jpg', 'https://example.com/photos/item_160_2.jpg', 'https://example.com/photos/item_160_3.jpg']",['vintage'],sold
161,sq_item_161,VIN0161,Orange Leather Jacket,Unknown,jackets,leather_jacket,Y2K,size_14,"{""chest"": ""41\"""", ""waist"": ""32\"""", ""length"": ""36\""""}",4,,cotton,brown,purple,solid,50.59,226.29,271.55,thrift_store,2024-06-15,New Kristen,True,1201,"['https://example.com/photos/item_161_0.jpg', 'https://example.com/photos/item_161_1.jpg', 'https://example.com/photos/item_161_2.jpg', 'https://example.com/photos/item_161_3.jpg']","['bohemian', 'retro', 'vintage']",available
162,sq_item_162,VIN0162,LightSlateGray Handbag,Forever 21,accessories,handbag,1970s,M,"{""chest"": ""38\"""", ""waist"": ""28\"""", ""length"": ""39\""""}",5,,wool,purple,,polka_dot,19.24,63.85,76.62,estate_sale,2024-05-27,South Paulmouth,True,331,"['https://example.com/photos/item_162_0.jpg', 'https://example.com/photos/item_162_1.jpg']","['classic', 'retro', 'festival']",available
163,sq_item_163,VIN0163,CadetBlue Cardigan,Banana Republic,jackets,cardigan,1990s,size_10,"{""chest"": ""33\"""", ""waist"": ""28\"""", ""length"": ""30\""""}",4,,wool,white,purple,animal_print,29.26,60.71,72.85,consignment,2023-03-29,Lake Johnmouth,True,1172,"['https://example.com/photos/item_163_0.jpg', 'https://example.com/photos/item_163_1.jpg', 'https://example.com/photos/item_163_2.jpg', 'https://example.com/photos/item_163_3.jpg']","['retro', 'classic', 'festival']",sold
164,sq_item_164,VIN0164,Ivory Cardigan,Banana Republic,jackets,cardigan,1990s,M,"{""chest"": ""34\"""", ""waist"": ""26\"""", ""length"": ""44\""""}",5,,leather,purple,red,solid,8.29,20.83,25.0,thrift_store,2023-07-27,Kariside,True,107,"['https://example.com/photos/item_164_0.jpg', 'https://example.com/photos/item_164_1.jpg', 'https://example.com/photos/item_164_2.jpg']",['vintage'],sold
165,sq_item_165,VIN0165,Gray Cardigan,Unknown,jackets,cardigan,1980s,size_10,"{""chest"": ""39\"""", ""waist"": ""30\"""", ""length"": ""34\""""}",3,,polyester,brown,brown,floral,45.76,92.31,110.77,estate_sale,2023-07-09,West Shane,True,403,['https://example.com/photos/item_165_0.jpg'],"['statement_piece', 'bohemian', 'festival']",available
166,sq_item_166,VIN0166,Crimson Maxi Dress,Handmade,dresses,maxi_dress,1970s,XL,"{""chest"": ""41\"""", ""waist"": ""34\"""", ""length"": ""42\""""}",4,,wool,purple,,stripes,29.83,67.51,81.01,estate_sale,2023-04-06,East Jill,True,1673,"['https://example.com/photos/item_166_0.jpg', 'https://example.com/photos/item_166_1.jpg', 'https://example.com/photos/item_166_2.jpg']","['statement_piece', 'vintage']",sold
167,sq_item_167,VIN0167,DarkOrchid Cocktail Dress,Vintage Levi's,dresses,cocktail_dress,1990s,size_6,"{""chest"": ""40\"""", ""waist"": ""30\"""", ""length"": ""36\""""}",4,Aliquam eius eaque cum sapiente ab.,cotton,white,,animal_print,68.25,149.79,179.75,donation,2023-03-31,Mckinneyberg,True,1090,"['https://example.com/photos/item_167_0.jpg', 'https://example.com/photos/item_167_1.jpg', 'https://example.com/photos/item_167_2.jpg']","['retro', 'statement_piece']",sold
168,sq_item_168,VIN0168,BlueViolet Pants,Forever 21,bottoms,pants,1980s,M,"{""chest"": ""41\"""", ""waist"": ""27\"""", ""length"": ""42\""""}",4,Ut nisi quo numquam.,silk,black,,solid,74.53,286.41,343.69,thrift_store,2024-09-22,Tracyshire,True,949,"['https://example.com/photos/item_168_0.jpg', 'https://example.com/photos/item_168_1.jpg', 'https://example.com/photos/item_168_2.jpg', 'https://example.com/photos/item_168_3.jpg']",['statement_piece'],sold
169,sq_item_169,VIN0169,MintCream Skirt,Forever 21,bottoms,skirt,1970s,size_12,"{""chest"": ""40\"""", ""waist"": ""29\"""", ""length"": ""44\""""}",3,,denim,pink,,geometric,5.85,15.23,18.28,estate_sale,2023-06-29,Port Jasminehaven,True,497,"['https://example.com/photos/item_169_0.jpg', 'https://example.com/photos/item_169_1.jpg', 'https://example.com/photos/item_169_2.jpg']","['classic', 'vintage']",sold
170,sq_item_170,VIN0170,Indigo Leather Jacket,Banana Republic,jackets,leather_jacket,1980s,size_6,"{""chest"": ""39\"""", ""waist"": ""36\"""", ""length"": ""46\""""}",4,,leather,gray,,stripes,53.42,184.0,220.8,donation,2024-07-02,New Carlos,True,138,"['https://example.com/photos/item_170_0.jpg', 'https://example.com/photos/item_170_1.jpg']","['classic', 'statement_piece', 'retro']",available
171,sq_item_171,VIN0171,Tan Midi Dress,Zara,dresses,midi_dress,1990s,size_14,"{""chest"": ""41\"""", ""waist"": ""30\"""", ""length"": ""25\""""}",4,,leather,yellow,,stripes,26.03,54.49,65.39,online_marketplace,2023-03-30,South Amy,True,1117,"['https://example.com/photos/item_171_0.jpg', 'https://example.com/photos/item_171_1.jpg']","['vintage', 'statement_piece']",reserved
172,sq_item_172,VIN0172,PaleGreen Blazer,Forever 21,tops,blazer,Y2K,size_10,"{""chest"": ""40\"""", ""waist"": ""24\"""", ""length"": ""45\""""}",4,,polyester,yellow,,animal_print,27.67,64.66,77.59,donation,2023-11-14,West Jeffreyborough,True,1688,"['https://example.com/photos/item_172_0.jpg', 'https://example.com/photos/item_172_1.jpg', 'https://example.com/photos/item_172_2.jpg']",['bohemian'],available
173,sq_item_173,VIN0173,MediumPurple Scarf,Banana Republic,accessories,scarf,1970s,XL,"{""chest"": ""32\"""", ""waist"": ""34\"""", ""length"": ""47\""""}",4,Facere dolor quibusdam minus voluptatum reprehenderit.,linen,black,green,solid,20.39,43.02,51.62,donation,2023-11-16,North Elizabethmouth,True,1408,"['https://example.com/photos/item_173_0.jpg', 'https://example.com/photos/item_173_1.jpg']","['festival', 'classic']",sold
174,sq_item_174,VIN0174,LawnGreen Pants,Unknown,bottoms,pants,1970s,S,"{""chest"": ""32\"""", ""waist"": ""33\"""", ""length"": ""37\""""}",4,Ullam doloribus aliquam suscipit fugit recusandae beatae ducimus.,denim,brown,,floral,44.92,193.98,232.78,consignment,2024-08-10,Angelhaven,True,601,"['https://example.com/photos/item_174_0.jpg', 'https://example.com/photos/item_174_1.jpg']",['statement_piece'],available
175,sq_item_175,VIN0175,Navy Jewelry,J.Crew,accessories,jewelry,1960s,size_8,"{""chest"": ""32\"""", ""waist"": ""25\"""", ""length"": ""33\""""}",4,,linen,gray,,stripes,45.54,98.01,117.61,thrift_store,2024-11-17,Tuckerport,True,1757,['https://example.com/photos/item_175_0.jpg'],"['retro', 'festival']",sold
176,sq_item_176,VIN0176,GoldenRod Cocktail Dress,Forever 21,dresses,cocktail_dress,1980s,L,"{""chest"": ""34\"""", ""waist"": ""33\"""", ""length"": ""28\""""}",5,,denim,yellow,,solid,12.29,36.02,43.22,estate_sale,2024-05-01,Willieville,True,331,"['https://example.com/photos/item_176_0.jpg', 'https://example.com/photos/item_176_1.jpg', 'https://example.com/photos/item_176_2.jpg']","['vintage', 'festival']",available
177,sq_item_177,VIN0177,FireBrick Pants,Ann Taylor,bottoms,pants,1990s,size_6,"{""chest"": ""40\"""", ""waist"": ""34\"""", ""length"": ""22\""""}",5,,cashmere,gray,,geometric,50.33,119.9,143.88,thrift_store,2024-07-15,Lake Cameronborough,True,425,"['https://example.com/photos/item_177_0.jpg', 'https://example.com/photos/item_177_1.jpg', 'https://example.com/photos/item_177_2.jpg', 'https://example.com/photos/item_177_3.jpg']","['bohemian', 'statement_piece']",sold
178,sq_item_178,VIN0178,Peru Blazer,Unknown,tops,blazer,1990s,M,"{""chest"": ""42\"""", ""waist"": ""34\"""", ""length"": ""22\""""}",5,,linen,white,,polka_dot,37.34,184.48,221.38,consignment,2024-07-22,East Amandachester,True,299,"['https://example.com/photos/item_178_0.jpg', 'https://example.com/photos/item_178_1.jpg', 'https://example.com/photos/item_178_2.jpg', 'https://example.com/photos/item_178_3.jpg']",['statement_piece'],sold
179,sq_item_179,VIN0179,Cornsilk Leather Jacket,Ann Taylor,jackets,leather_jacket,1970s,XS,"{""chest"": ""33\"""", ""waist"": ""27\"""", ""length"": ""46\""""}",3,,cotton,red,,polka_dot,49.87,202.3,242.76,donation,2023-10-26,North Stephen,True,898,"['https://example.com/photos/item_179_0.jpg', 'https://example.com/photos/item_179_1.jpg', 'https://example.com/photos/item_179_2.jpg', 'https://example.com/photos/item_179_3.jpg']",['festival'],sold
180,sq_item_180,VIN0180,MediumPurple Flats,J.Crew,shoes,flats,Y2K,size_6,"{""chest"": ""33\"""", ""waist"": ""33\"""", ""length"": ""20\""""}",4,,wool,green,brown,solid,27.48,120.45,144.54,estate_sale,2024-12-21,North Charlesburgh,True,1246,"['https://example.com/photos/item_180_0.jpg', 'https://example.com/photos/item_180_1.jpg', 'https://example.com/photos/item_180_2.jpg']",['statement_piece'],available
181,sq_item_181,VIN0181,LightCoral Midi Dress,H&M,dresses,midi_dress,1980s,size_8,"{""chest"": ""40\"""", ""waist"": ""27\"""", ""length"": ""41\""""}",3,Architecto reprehenderit tenetur illum iste illo et.,cashmere,yellow,,floral,37.38,140.94,169.13,consignment,2024-11-17,Nunezside,True,357,"['https://example.com/photos/item_181_0.jpg', 'https://example.com/photos/item_181_1.jpg']",['bohemian'],available
182,sq_item_182,VIN0182,AntiqueWhite Boots,Local Designer,shoes,boots,1970s,M,"{""chest"": ""42\"""", ""waist"": ""36\"""", ""length"": ""33\""""}",5,,cashmere,gray,brown,polka_dot,15.8,73.54,88.25,donation,2024-04-05,Port Julieton,True,887,"['https://example.com/photos/item_182_0.jpg', 'https://example.com/photos/item_182_1.jpg', 'https://example.com/photos/item_182_2.jpg']",['festival'],available
183,sq_item_183,VIN0183,Cornsilk Leather Jacket,Chanel,jackets,leather_jacket,1980s,size_12,"{""chest"": ""41\"""", ""waist"": ""29\"""", ""length"": ""21\""""}",5,,denim,white,,animal_print,48.35,219.53,263.44,estate_sale,2023-05-26,Sarahville,True,1595,"['https://example.com/photos/item_183_0.jpg', 'https://example.com/photos/item_183_1.jpg', 'https://example.com/photos/item_183_2.jpg']","['retro', 'bohemian']",sold
184,sq_item_184,VIN0184,LightSteelBlue Handbag,H&M,accessories,handbag,1990s,size_12,"{""chest"": ""41\"""", ""waist"": ""28\"""", ""length"": ""39\""""}",3,,cotton,purple,,polka_dot,23.39,91.03,109.24,donation,2023-12-06,Catherineport,True,962,"['https://example.com/photos/item_184_0.jpg', 'https://example.com/photos/item_184_1.jpg', 'https://example.com/photos/item_184_2.jpg']","['statement_piece', 'festival']",available
185,sq_item_185,VIN0185,Purple Maxi Dress,Diane von Furstenberg,dresses,maxi_dress,1970s,XS,"{""chest"": ""42\"""", ""waist"": ""28\"""", ""length"": ""45\""""}",5,Hic optio labore modi consequatur hic.,linen,white,white,stripes,59.52,219.7,263.64,consignment,2023-05-16,Susanberg,True,1361,"['https://example.com/photos/item_185_0.jpg', 'https://example.com/photos/item_185_1.jpg', 'https://example.com/photos/item_185_2.jpg']","['statement_piece', 'bohemian']",sold
186,sq_item_186,VIN0186,Lime Boots,H&M,shoes,boots,1980s,M,"{""chest"": ""36\"""", ""waist"": ""36\"""", ""length"": ""42\""""}",4,Vero accusamus soluta consequuntur aliquam nemo.,cotton,yellow,,floral,50.29,237.89,285.47,donation,2023-06-07,Medinaland,True,1815,"['https://example.com/photos/item_186_0.jpg', 'https://example.com/photos/item_186_1.jpg', 'https://example.com/photos/item_186_2.jpg', 'https://example.com/photos/item_186_3.jpg']","['vintage', 'festival']",available
187,sq_item_187,VIN0187,Linen Sneakers,Ann Taylor,shoes,sneakers,1960s,XL,"{""chest"": ""33\"""", ""waist"": ""24\"""", ""length"": ""25\""""}",4,,linen,brown,pink,polka_dot,59.45,148.73,178.48,consignment,2023-05-29,Lake Judith,True,1186,"['https://example.com/photos/item_187_0.jpg', 'https://example.com/photos/item_187_1.jpg', 'https://example.com/photos/item_187_2.jpg', 'https://example.com/photos/item_187_3.jpg']",['statement_piece'],sold
188,sq_item_188,VIN0188,MediumTurquoise Cardigan,Vintage Levi's,jackets,cardigan,Y2K,size_6,"{""chest"": ""38\"""", ""waist"": ""33\"""", ""length"": ""49\""""}",4,Impedit officia maiores cum dolore.,leather,green,,stripes,55.89,273.04,327.65,donation,2024-02-05,Jamesburgh,True,1044,"['https://example.com/photos/item_188_0.jpg', 'https://example.com/photos/item_188_1.jpg']","['classic', 'retro', 'festival']",available
189,sq_item_189,VIN0189,CadetBlue Jewelry,Vintage Levi's,accessories,jewelry,1960s,S,"{""chest"": ""32\"""", ""waist"": ""30\"""", ""length"": ""23\""""}",4,,denim,blue,,stripes,55.83,278.01,333.61,thrift_store,2023-02-04,Newmanland,True,148,['https://example.com/photos/item_189_0.jpg'],['retro'],sold
190,sq_item_190,VIN0190,LightSteelBlue Heels,Vintage Levi's,shoes,heels,1990s,M,"{""chest"": ""38\"""", ""waist"": ""34\"""", ""length"": ""44\""""}",5,,wool,white,,stripes,76.29,298.62,358.34,consignment,2024-04-23,West Coreyshire,True,1452,['https://example.com/photos/item_190_0.jpg'],"['vintage', 'statement_piece', 'classic']",available
191,sq_item_191,VIN0191,SlateBlue Flats,Vintage Levi's,shoes,flats,1980s,XS,"{""chest"": ""36\"""", ""waist"": ""28\"""", ""length"": ""25\""""}",4,,polyester,gray,,animal_print,24.3,105.52,126.62,online_marketplace,2023-04-22,Michaelbury,True,394,"['https://example.com/photos/item_191_0.jpg', 'https://example.com/photos/item_191_1.jpg', 'https://example.com/photos/item_191_2.jpg', 'https://example.com/photos/item_191_3.jpg']",['retro'],sold
